ip,domain,numberOfPackets,totalMbSize,startTime,endTime,protocol
157.240.1.23,xx-fbcdn-shv-01-lht6.fbcdn.net,11,0.0007259999999999999,1574958315.2250164,1574958315.2303324,tcp
157.240.1.19,edge-video-shv-01-lht6.fbcdn.net,7,0.012792999999999999,1574958315.2139637,1574958315.220228,tcp
157.240.1.23,xx-fbcdn-shv-01-lht6.fbcdn.net,22,0.07419799999999999,1574958315.2155445,1574958315.2288694,tcp
157.240.1.19,edge-video-shv-01-lht6.fbcdn.net,2,0.000392,1574958315.2289665,1574958315.2290516,tcp
157.240.1.19,edge-video-shv-01-lht6.fbcdn.net,24,0.024922999999999997,1574958315.2345023,1574958315.2667344,tcp
157.240.1.23,xx-fbcdn-shv-01-lht6.fbcdn.net,8,0.0005629999999999999,1574958315.2424474,1574958315.246649,tcp
157.240.1.23,xx-fbcdn-shv-01-lht6.fbcdn.net,6,0.009707999999999998,1574958315.2793841,1574958315.280083,tcp
157.240.1.23,xx-fbcdn-shv-01-lht6.fbcdn.net,2,0.004742,1574958315.2954671,1574958315.2954838,tcp
157.240.1.23,xx-fbcdn-shv-01-lht6.fbcdn.net,5,0.0017520000000000003,1574958315.2956204,1574958315.2997131,tcp
157.240.1.23,xx-fbcdn-shv-01-lht6.fbcdn.net,2,0.00013199999999999998,1574958315.3143892,1574958315.3143985,tcp
47.88.232.28,,2,0.000401,1574958315.4518058,1574958315.45185,tcp
157.240.1.19,edge-video-shv-01-lht6.fbcdn.net,119,0.17359499999999994,1574958315.2726219,1574958315.517173,tcp
157.240.1.19,edge-video-shv-01-lht6.fbcdn.net,2,0.000167,1574958315.5332236,1574958315.533245,tcp
157.240.1.19,edge-video-shv-01-lht6.fbcdn.net,2,0.00013199999999999998,1574958315.533433,1574958315.5334504,tcp
157.240.1.19,edge-video-shv-01-lht6.fbcdn.net,7,0.029778000000000002,1574958315.5390298,1574958315.5429015,tcp
157.240.1.19,edge-video-shv-01-lht6.fbcdn.net,3,0.000198,1574958315.5466719,1574958315.5468605,tcp
157.240.1.19,edge-video-shv-01-lht6.fbcdn.net,2,0.00013199999999999998,1574958315.5480955,1574958315.548238,tcp
157.240.1.19,edge-video-shv-01-lht6.fbcdn.net,2,0.00013199999999999998,1574958315.5543506,1574958315.5543804,tcp
157.240.1.19,edge-video-shv-01-lht6.fbcdn.net,4,0.00026399999999999997,1574958315.5545073,1574958315.5549796,tcp
157.240.1.19,edge-video-shv-01-lht6.fbcdn.net,4,0.00026399999999999997,1574958315.5594976,1574958315.5597444,tcp
157.240.1.19,edge-video-shv-01-lht6.fbcdn.net,13,0.0009059999999999998,1574958315.5609639,1574958315.577415,tcp
157.240.1.19,edge-video-shv-01-lht6.fbcdn.net,3,0.017735,1574958315.5829961,1574958315.583632,tcp
157.240.1.19,edge-video-shv-01-lht6.fbcdn.net,10,0.03925,1574958315.5844038,1574958315.5895636,tcp
157.240.1.19,edge-video-shv-01-lht6.fbcdn.net,3,0.000198,1574958315.602693,1574958315.6027348,tcp
157.240.1.19,edge-video-shv-01-lht6.fbcdn.net,3,0.013687999999999999,1574958315.6232617,1574958315.6237051,tcp
157.240.1.19,edge-video-shv-01-lht6.fbcdn.net,2,0.006876999999999999,1574958315.6253717,1574958315.6254551,tcp
